ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|6d40bd74556dcaa6396574eb4f709a21|2020-04-11|00:17:22|1586585842|grocery_pos|310.05|1|fraud_Hudson-Ratke|42.874875|-76.707674
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|9c1edee4ab6d3bb1f69c4f8d5bbcd900|2020-04-11|02:56:31|1586595391|grocery_pos|309.35|1|fraud_Bogisich Inc|43.045923|-77.474456
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|49d0262c5c6ce03ca5d57a3dddfa4320|2020-04-12|22:19:55|1586751595|personal_care|1156.47|1|fraud_Erdman-Ebert|42.654024|-76.936019
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|f8181890fe6ef9adfb509d803f8cb808|2020-04-12|13:52:52|1586721172|shopping_net|970.22|1|fraud_Altenwerth, Cartwright and Koss|42.258112|-76.476718
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|5df9e9f113a2a6e1b00612c26dba50f9|2020-04-12|22:44:46|1586753086|shopping_net|1096.26|1|fraud_Heathcote LLC|43.422630|-76.552600
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|97949212cd560a0e46a8013ea014323a|2020-04-12|22:05:14|1586750714|shopping_net|49.97|1|fraud_Streich, Dietrich and Barton|43.420896|-75.991700
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|09e3e67b1022252f335ad244c607cd3f|2019-10-24|09:29:27|1571930967|shopping_net|48.45|0|fraud_Altenwerth, Cartwright and Koss|43.102398|-76.804556
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|7a1f94539e9bddf0607c7693f67860f5|2019-04-02|10:40:12|1554223212|gas_transport|56.55|0|fraud_Reilly, Heaney and Cole|43.280453|-76.237147
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|16880141afe711bd3e8abf79b53156ee|2019-01-18|05:32:10|1547814730|gas_transport|45.83|0|fraud_Kling Inc|43.415414|-77.433515
754-96-0884|6011112179592826|Richard|Gilmore|M|12567 Taylor Alley|Burdett|NY|14818|42.4394|-76.8292|1745|Engineer, site|1966-06-29|934237434761|adults_50up_male_rural.json|79a505d06199ca47e82e4fcd29d34cc1|2019-11-10|05:39:04|1573389544|shopping_net|69.24|0|fraud_Little, Gutmann and Lynch|42.009520|-76.500246
