ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|0fff98913eec2295513c0e97dc0a8811|2020-12-24|05:24:20|1608812660|shopping_net|9.43|1|fraud_Bashirian Group|34.860143|-87.207307
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|e15b383e0d2bbe14eccbed07f6db7f96|2020-12-25|03:30:06|1608892206|shopping_pos|359.92|1|fraud_Pfeffer and Sons|35.305130|-86.499399
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|ae00287e8b0a58f3adf84b4701095ed7|2020-12-24|00:13:19|1608793999|shopping_net|347.12|1|fraud_Auer-West|34.773672|-86.497841
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|86083a4203b292ac3ceefffcfe3f514b|2020-12-24|00:49:30|1608796170|shopping_net|1134.79|1|fraud_Streich, Dietrich and Barton|36.202448|-86.802482
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|2e6bc135f9859b46b0431180b01eac5a|2020-12-24|01:07:28|1608797248|grocery_pos|883.57|1|fraud_Mosciski, Gislason and Mertz|36.350637|-86.798292
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|2a600fc219ca6d4dea8ff019b208c54e|2020-12-24|00:19:13|1608794353|grocery_pos|1060.58|1|fraud_Bauch-Raynor|34.785219|-86.949395
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|a9ad79a7f8eda2ef6d3891145b48706c|2020-12-24|03:54:58|1608807298|grocery_net|966.88|1|fraud_Jaskolski-Dibbert|34.947864|-87.019171
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|0abd6fb7edcb8f73f71dd5c1f0121e35|2020-12-25|23:56:23|1608965783|home|280.20|1|fraud_Witting, Beer and Ernser|36.157154|-86.603710
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|4193a98c0029c09d6ccc45ebcfed2a6d|2020-12-25|22:45:38|1608961538|kids_pets|244.59|1|fraud_Streich, Rolfson and Wilderman|35.036967|-86.550719
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|a47efea25a427e18e0306a5d1e3fba39|2020-12-25|23:57:05|1608965825|personal_care|303.14|1|fraud_Baumbach Ltd|34.852704|-86.375670
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|80b5f2efa0494240bad3396f75a63875|2020-12-25|22:19:27|1608959967|home|19.69|1|fraud_Koss, Hansen and Lueilwitz|35.811338|-87.051294
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|63eac2858a5bae3faba77c3f43033b88|2020-12-25|23:12:53|1608963173|home|19.00|1|fraud_Gutmann, McLaughlin and Wiza|36.231526|-88.147921
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Hampshire|TN|38461|35.5915|-87.3251|1379|Legal executive|1982-02-14|55346391189|adults_2550_female_rural.json|c79d80c90e2b7f58153aff877ebf6c32|2019-03-08|08:29:36|1552058976|gas_transport|67.11|0|fraud_Brekke and Sons|35.003436|-86.407713
