ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|ff966d4da6dce6afdd912426f4cd9164|2020-08-13|10:48:39|1597337319|grocery_pos|9.37|1|fraud_Huel, Hammes and Witting|32.777370|-97.829706
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|945d317e001ea4abe774c94995676b37|2020-08-13|08:30:38|1597329038|grocery_pos|11.79|1|fraud_Kilback LLC|31.331488|-98.021218
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|27c87efe8067d8aff30a073d25615d46|2020-08-13|01:05:15|1597302315|grocery_net|343.08|1|fraud_Spinka-Welch|32.875786|-97.681324
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|701dc533e9c40c09ee5c4271cdda1812|2020-08-13|11:42:53|1597340573|gas_transport|323.24|1|fraud_Jenkins, Hauck and Friesen|31.786317|-97.790334
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|edb27d84c283f5344fcec8ab4b9db21d|2020-08-14|23:05:26|1597467926|travel|302.67|1|fraud_Kunze, Larkin and Mayert|31.522099|-99.049448
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|d0b46d22761c69aa28a4c217b7f38096|2020-08-14|13:39:24|1597433964|shopping_net|890.71|1|fraud_Stamm-Witting|31.533994|-97.642843
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|8404edc15c04c0428158bbe0f44c220d|2020-08-14|16:45:58|1597445158|travel|910.17|1|fraud_Leannon-Nikolaus|32.007467|-97.946793
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|2f7ce1f33e509a82dfe261b56046a795|2020-08-13|22:35:17|1597379717|misc_net|867.47|1|fraud_Rippin, Kub and Mann|33.205579|-97.736470
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|6866302a4a656d1120bfa8152d80f620|2020-08-14|22:49:48|1597466988|shopping_pos|1011.88|1|fraud_Beier-Hyatt|31.292930|-97.610378
346-59-8979|6518153523736055|Anthony|Haas|M|918 Elizabeth Islands Suite 834|Bluff Dale|TX|76433|32.2884|-98.0539|1416|IT sales professional|1993-01-08|490208135304|adults_2550_male_rural.json|8dd952662a74ad76e42238e38da250a0|2020-08-14|23:17:46|1597468666|shopping_net|938.20|1|fraud_Little, Gutmann and Lynch|31.428784|-98.699047
