ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|74850edd3af87e9f87f1e6fe681bf1d7|2019-07-08|10:45:38|1562604338|gas_transport|9.36|1|fraud_Friesen-Stamm|40.880682|-92.690785
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|c26de69db88777a1d98d7c784c3a8f84|2019-07-08|03:04:39|1562576679|gas_transport|9.85|1|fraud_Prohaska-Murray|40.296962|-93.506444
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|1596bbb95b7a5ebb629c399a7a24930b|2019-07-08|02:58:53|1562576333|gas_transport|10.20|1|fraud_Luettgen PLC|39.425954|-93.920355
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|8dc6f80d61ef79a6f90ad7a81fb6596c|2019-07-08|00:32:06|1562567526|grocery_pos|8.83|1|fraud_Schoen, Kuphal and Nitzsche|41.317492|-93.447407
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|8134fcf85722ffb9c5e588dba2e238c9|2019-07-08|00:27:51|1562567271|gas_transport|12.80|1|fraud_Harber Inc|39.658360|-92.986347
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|5b0db67dde3f511b5679995469eca3c4|2019-07-08|00:49:58|1562568598|grocery_pos|9.47|1|fraud_Heidenreich PLC|40.948656|-93.299983
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|fe47c41531e21f10f733c6478eacd6d4|2019-07-08|03:14:48|1562577288|gas_transport|339.11|1|fraud_Kutch, Hermiston and Farrell|41.060743|-93.944669
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|095ed31e6c1eac360d66d9a4aef9a7bf|2019-07-08|01:37:14|1562571434|grocery_pos|297.84|1|fraud_Koepp-Witting|40.266882|-92.389005
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|0c78fa200089800ca296f38386649285|2019-07-08|03:25:30|1562577930|grocery_pos|315.71|1|fraud_Heidenreich PLC|40.139884|-92.389751
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|f58553d135ff1f9213b9fa9e19185009|2019-07-08|03:51:52|1562579512|gas_transport|259.21|1|fraud_Harris Inc|40.323730|-92.531734
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|df3ca24cc97e5281630636332150ab72|2019-07-09|20:49:47|1562726987|misc_pos|857.60|1|fraud_Howe Ltd|41.183639|-92.494101
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|efa38878fa802cff2b942ab2cdc74f2e|2019-07-09|22:47:08|1562734028|shopping_net|753.72|1|fraud_Greenholt, O'Hara and Balistreri|40.793514|-93.911144
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|a2b791517f1c8c2d7fc6a4349181f8a4|2019-07-09|23:02:32|1562734952|shopping_net|8.48|1|fraud_Gottlieb, Considine and Schultz|39.658171|-92.242348
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|1996f201b5fb1edc26c61e887409ffb3|2019-07-08|23:49:32|1562651372|misc_net|1027.91|1|fraud_Johnson, Runolfsdottir and Mayer|41.013133|-93.593790
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|b676550a997d4e25ec1eae36900dada3|2019-07-09|23:30:18|1562736618|travel|867.51|1|fraud_Turner LLC|41.296721|-93.593364
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|255db775b3f8abf5efc8b073eec0fc9b|2019-07-09|22:12:58|1562731978|personal_care|1088.93|1|fraud_Erdman-Schaden|39.516414|-93.395527
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|928212d31943d5201e8723f4f5341ead|2019-07-08|22:43:26|1562647406|misc_net|1031.58|1|fraud_Johnson, Runolfsdottir and Mayer|41.162245|-94.016507
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|add15066d11004eb4acdf8f1a2128a4e|2019-07-09|23:41:37|1562737297|shopping_net|17.80|1|fraud_Bashirian Group|39.825211|-93.595329
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|7c89f3c8633e3d4dbf779b0bdb6bed65|2019-07-09|22:36:39|1562733399|shopping_net|8.80|1|fraud_Kassulke PLC|39.658985|-92.950673
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|16a2648b95d5619c77edf6a55b309f21|2019-01-19|01:04:55|1547885095|gas_transport|55.62|0|fraud_Connelly, Reichert and Fritsch|39.614755|-92.570129
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Pollock|MO|63560|40.3385|-93.1115|239|Field seismologist|2001-08-18|471582271198|young_adults_female_rural.json|e345a22755bf3fb43bb369f21c227fd4|2019-05-31|04:21:36|1559298096|grocery_net|47.14|0|fraud_Pfeffer LLC|39.626910|-93.752611
