ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|0e97f60578f3c261e0d9cd90f68bdebb|2019-09-28|03:23:35|1569662615|grocery_pos|328.96|1|fraud_Bailey-Morar|39.152175|-80.721961
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|272513b7a74824b9c05f64badf029434|2019-09-28|03:51:04|1569664264|grocery_pos|321.03|1|fraud_Miller-Hauck|39.109717|-79.977529
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|67867c96c094f66722213117bd3d5f14|2019-09-28|19:53:25|1569722005|misc_net|833.76|1|fraud_Zemlak Group|37.446193|-80.295388
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|c2993dd22662b126f4ca8eec85b7baee|2019-09-29|23:06:53|1569820013|shopping_net|1116.28|1|fraud_Langworth, Boehm and Gulgowski|37.220288|-80.032381
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|ea53adaf1f09ad1d819b094afbbed236|2019-09-29|15:39:04|1569793144|shopping_net|1002.29|1|fraud_Ruecker, Beer and Collier|38.733609|-80.700449
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|261011b18522dbe1f5ada614915786a0|2019-09-29|23:40:24|1569822024|shopping_net|1109.47|1|fraud_Kuhic LLC|39.107022|-80.731936
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|930abe5d38f9c8629d669b2af6b79ebf|2019-09-29|23:10:43|1569820243|shopping_net|909.80|1|fraud_Terry-Huel|37.381060|-81.014017
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|4c69bfcd0fa1e302b93289272395ccd6|2019-09-29|14:49:03|1569790143|shopping_pos|840.64|1|fraud_Beier-Hyatt|38.391847|-80.625324
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|e72387151446dbbe6ed73e3ea9ab5625|2019-08-30|03:16:48|1567156608|misc_pos|95.87|0|fraud_Torp-Lemke|39.193715|-81.118964
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|f2cf0eb0f3e6299d56e010036c19d728|2019-04-24|08:54:47|1556117687|gas_transport|68.74|0|fraud_Harber Inc|37.562548|-80.834213
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|2cca9e12b754a057b95e115b4d947316|2019-12-06|02:55:21|1575626121|shopping_pos|55.52|0|fraud_Lesch Ltd|37.668674|-79.968495
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|b1c5b4193e3a8dac8755f517200d69c5|2019-09-04|03:49:35|1567590575|misc_pos|36.44|0|fraud_Spencer-Runolfsson|37.368339|-80.458837
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|b2b1f21bf4dee2affd7c44b3cf50cc10|2019-11-28|07:05:04|1574949904|shopping_net|67.54|0|fraud_Rempel Inc|38.186394|-79.892406
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|e33b72f63cb4156e8a5c27086555c1c4|2019-03-17|10:32:50|1552840370|gas_transport|67.83|0|fraud_Tillman, Dickinson and Labadie|37.453355|-79.863705
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Nettie|WV|26681|38.209|-80.6953|1486|Cartographer|1961-10-10|659712201779|adults_50up_male_rural.json|910efe3d885c0be2b1535be12641bbc9|2019-02-19|01:15:24|1550564124|gas_transport|60.43|0|fraud_Erdman-Kertzmann|37.751466|-80.053584
