ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|da25f2e523d05bae1838619ab12602cd|2020-06-30|00:35:14|1593498914|gas_transport|20.36|1|fraud_Bins-Rice|39.327182|-122.544963
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|af6af903f1028c78f4713be1f17cf246|2020-06-30|00:05:19|1593497119|grocery_pos|308.47|1|fraud_Koepp-Witting|39.109205|-122.830444
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|2d2895be77208ebc13cde4713ab38f14|2020-07-01|22:24:04|1593663844|misc_net|835.02|1|fraud_Dach-Nader|39.372786|-123.258408
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|0e57a31905926a62546b3f5a3ca1dbc6|2020-07-01|22:13:01|1593663181|entertainment|672.66|1|fraud_Abshire PLC|39.068254|-121.819391
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|efe3dc7899f5248858121ae657635e2e|2020-07-01|22:11:10|1593663070|shopping_pos|873.99|1|fraud_Dooley Inc|38.053737|-123.228397
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|6db244af60f2dd0dd2966cb094d9f87a|2020-07-01|23:06:52|1593666412|shopping_pos|899.97|1|fraud_Metz-Boehm|39.115931|-122.951907
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|1c3a347ddc0ea8ebd8d8a6b9761555e4|2020-07-01|23:40:17|1593668417|shopping_net|1001.06|1|fraud_Reichert, Huels and Hoppe|37.841708|-123.089575
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|43b5ef5b995d7bdb3799a63991c5f1b3|2020-06-30|16:19:22|1593555562|misc_net|885.14|1|fraud_Mante Group|38.244310|-123.021770
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|720e7a1515a04b6e5b02c81490e01910|2020-07-01|22:48:13|1593665293|travel|789.72|1|fraud_Bednar Inc|37.970849|-121.786454
887-17-4091|4367294667116840|Melissa|Wiley|F|5901 Reid Square Suite 186|Cobb|CA|95426|38.8155|-122.7132|2147|Engineering geologist|1973-04-24|472309515869|adults_50up_female_rural.json|5065fce6f319f19807f9e584f4917e8c|2020-07-01|22:01:49|1593662509|shopping_net|583.21|1|fraud_Labadie, Treutel and Bode|39.491114|-123.520406
