ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|b8c3df29e53262eb303463dfe4729aa4|2019-03-24|09:25:36|1553441136|grocery_pos|11.22|1|fraud_Rowe, Batz and Goodwin|46.062655|-85.074562
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|1a606e186324beaeadc67b89fb81fb0b|2019-03-24|06:18:31|1553429911|grocery_pos|299.07|1|fraud_Goldner, Kovacek and Abbott|45.953030|-85.541591
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|503b5ae751fb2342ba44c2d4e6817e16|2019-03-24|01:11:52|1553411512|gas_transport|312.15|1|fraud_Cummerata-Jones|44.623546|-85.330441
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|424213faeb6e609a3615071481c6e058|2019-03-24|00:53:54|1553410434|grocery_pos|322.55|1|fraud_Huel, Hammes and Witting|44.949123|-85.587797
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|9c64135977d96644fd09f11ce502861e|2019-03-25|23:28:19|1553578099|kids_pets|1009.26|1|fraud_Lubowitz-Walter|44.758315|-84.855641
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|536d2c2be2304d1722b2c30b3cd46909|2019-03-24|23:14:59|1553490899|shopping_net|819.15|1|fraud_Greenholt, O'Hara and Balistreri|44.415266|-85.471562
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|694ed13c7ea7eccdcf6f66d9ffdfd0db|2019-03-25|23:19:57|1553577597|shopping_net|941.08|1|fraud_Kassulke PLC|45.699795|-84.950920
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|156b59acc038444e4892cb48ed5da7a0|2019-03-24|17:09:55|1553468995|misc_net|977.73|1|fraud_Hayes, Marquardt and Dibbert|45.487213|-85.473276
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|97afc47f9bf39083cfcaeeb9931df3ee|2019-03-25|23:28:09|1553578089|personal_care|18.52|1|fraud_Shanahan-Lehner|45.972854|-85.892517
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|75ac682b8f8f4b90bb4a87a022297581|2019-03-25|22:43:38|1553575418|shopping_net|20.92|1|fraud_Schmidt and Sons|45.417571|-84.401263
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|36a6ddf4908c27ea2c30bb27b1dc8439|2019-03-25|14:30:44|1553545844|travel|9.57|1|fraud_Hartmann, Rowe and Hermann|44.306346|-84.983857
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|8f8d6cfd95dd724d04b83547221c078d|2019-04-12|07:04:24|1555074264|gas_transport|50.14|0|fraud_Bartoletti-Wunsch|44.265481|-84.891595
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|28436d938685ea599c7b0d29af92ff27|2019-05-03|00:30:44|1556865044|grocery_net|78.75|0|fraud_Collier Inc|45.851706|-85.564110
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|93a9e5ae3e0a063d91e77effa37a82b1|2019-02-04|06:51:43|1549288303|gas_transport|75.80|0|fraud_Schmitt Inc|44.472200|-85.561952
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|43d38c2ce1519d1cbcab3b1dbd49498a|2019-02-21|04:41:12|1550749272|gas_transport|61.06|0|fraud_Huels-Nolan|44.691439|-85.388352
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|6ba0afca4ed552df11794e834adb10e6|2019-04-19|09:39:58|1555688398|gas_transport|74.84|0|fraud_Harber Inc|45.098972|-85.651614
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|c2cb13afe9a3a8900ec8c8be5a31f4bb|2019-04-29|07:09:49|1556543389|grocery_net|56.32|0|fraud_Murray Ltd|45.658208|-84.933300
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|f5da2eec48ebae5df20f4ea4667f79dc|2019-04-19|05:28:16|1555673296|gas_transport|52.02|0|fraud_Bins-Rice|44.530674|-85.113177
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|f370b861c53a5468217a323df1e00cc6|2019-01-18|00:05:52|1547795152|gas_transport|80.68|0|fraud_Schaefer, Maggio and Daugherty|45.910080|-85.507285
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|e3437d281b1f3c5ff9adaec9158d4f79|2019-03-08|08:24:19|1552058659|gas_transport|61.36|0|fraud_Bins-Rice|44.236935|-84.816969
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|4fc2298b7ee1b5058c4f0d711fde2b31|2019-03-16|08:30:51|1552746651|gas_transport|51.79|0|fraud_Torp-Labadie|45.833707|-85.874721
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|08c6d1c7c666d32283b03d1937c7048c|2019-02-16|07:37:23|1550327843|gas_transport|82.67|0|fraud_Harris Inc|44.539721|-85.924454
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|61a91e35fae56e12930593cd5f226df8|2019-06-24|11:33:50|1561397630|grocery_pos|47.47|0|fraud_Schumm, Bauch and Ondricka|44.537820|-84.873645
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|0675c47bf57d97800f161ae6fb7f9c72|2019-04-26|10:54:48|1556297688|gas_transport|56.42|0|fraud_Ledner-Pfannerstill|44.786408|-85.512918
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|849ab6530e833b765b28df639f1335d2|2019-03-26|09:02:11|1553612531|gas_transport|75.25|0|fraud_Friesen-D'Amore|44.402003|-86.256453
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|ff8bca4e004a48b2e64a3e536f4ca93a|2019-03-11|04:31:59|1552300319|gas_transport|82.57|0|fraud_Huels-Hahn|44.373411|-84.964651
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|272a6a6aa692a5bee987277492a1faf4|2019-02-09|07:08:23|1549721303|gas_transport|46.01|0|fraud_Reilly, Heaney and Cole|44.179987|-85.454586
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|ef79cdfaf29975d9aaccf2d4730015ab|2019-04-20|01:57:22|1555747042|gas_transport|44.66|0|fraud_Lind, Huel and McClure|44.462240|-85.835742
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|412857cfc5c3c8bb5c1d5c6c8d83df05|2019-03-21|08:53:34|1553180014|gas_transport|45.66|0|fraud_Luettgen PLC|44.475702|-84.672997
808-04-2821|5318700008222052|Cynthia|Brady|F|939 Reyes Trafficway|Central Lake|MI|49622|45.0748|-85.2673|2494|Artist|2005-03-01|629337851629|young_adults_female_rural.json|1a88bdcbd8649c6458236c222ac57459|2019-02-17|02:44:07|1550396647|gas_transport|64.06|0|fraud_Olson, Becker and Koch|45.842055|-84.562248
