ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|aa9e1c138b8d709e1e0e50cc6574cc16|2020-10-26|01:30:52|1603697452|gas_transport|8.05|1|fraud_Berge LLC|43.968928|-71.301659
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|bb0e414adc587b93caf595609562a314|2020-10-26|03:32:48|1603704768|grocery_pos|9.53|1|fraud_Bauch-Raynor|44.589394|-72.418634
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|4c760ab6b34de05823b3d68e98c5411e|2020-10-26|00:47:03|1603694823|gas_transport|298.56|1|fraud_Zieme, Bode and Dooley|45.394397|-71.944877
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|d298a19f6bc319d1cab34a6b93e63d5a|2020-10-26|03:13:10|1603703590|grocery_pos|324.40|1|fraud_Rutherford-Mertz|44.730047|-72.547273
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|da3218d770ce548e718762c57ae7a82d|2020-10-26|03:32:19|1603704739|grocery_pos|274.15|1|fraud_Deckow-O'Conner|44.022930|-71.195986
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|50b220175e02bfc7115906ee0be4da19|2020-10-27|22:58:33|1603861113|shopping_net|848.73|1|fraud_Boyer PLC|44.878757|-72.286711
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|5beb663714593d44878960c3672ad8b2|2020-10-27|23:27:39|1603862859|shopping_pos|868.72|1|fraud_Sawayn PLC|45.061540|-71.704957
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|e6bf87483b4913be6df10cc7ba66926f|2020-10-27|22:13:02|1603858382|personal_care|1053.29|1|fraud_Kub PLC|43.925251|-71.400518
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|1fcabca11641f0c4282c9c3696a22b82|2020-10-27|21:58:37|1603857517|shopping_net|1028.71|1|fraud_Greenholt, O'Hara and Balistreri|45.538895|-71.447923
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|a8f1247ae9c0a4900060aff5eb3996c6|2020-10-27|23:45:51|1603863951|misc_net|904.29|1|fraud_Moore, Dibbert and Koepp|45.230798|-71.385191
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|a02e94f2501a416dbefed0ef5a524443|2020-10-27|22:53:16|1603860796|shopping_net|1107.58|1|fraud_Greenholt, O'Hara and Balistreri|45.453674|-71.329004
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|2ba0650249114c7d678d06ec08c9e4ee|2020-10-27|22:18:09|1603858689|shopping_net|961.24|1|fraud_Baumbach, Feeney and Morar|44.997024|-72.172643
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|380abd33a11a888b67ba9b1627c3aa87|2020-10-26|22:57:37|1603774657|misc_net|1024.76|1|fraud_Kuhn LLC|44.423302|-71.036426
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|c8f983ceeb456c91410542ac4f4611f9|2020-10-27|23:23:41|1603862621|shopping_net|1203.43|1|fraud_Bashirian Group|44.565802|-71.607405
031-26-2742|4888060941758|Alexandra|Blevins|F|30078 Snyder Keys Suite 558|North Stratford|NH|03590|44.7149|-71.5644|1052|Lexicographer|2001-08-07|644266079620|young_adults_female_rural.json|21de89b8defd95a6ce23583a60fe1549|2020-10-27|22:04:08|1603857848|shopping_net|20.90|1|fraud_Cormier LLC|44.507442|-72.154578
