ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|a8708e522131d794100f0d970770efa5|2020-04-07|07:52:08|1586267528|grocery_pos|9.10|1|fraud_Pacocha-O'Reilly|44.217057|-87.270100
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|2eda7bbfd585b853a5141760e441a135|2020-04-07|03:36:14|1586252174|grocery_pos|287.09|1|fraud_Kilback LLC|43.522720|-87.899649
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|e2d06eaf4b31ed8636779c72f2a0f634|2020-04-07|02:30:25|1586248225|grocery_net|340.97|1|fraud_Adams, Kovacek and Kuhlman|44.157574|-87.980213
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|742497ccb11c1633994df1d4fb3f6d03|2020-04-07|23:24:40|1586323480|grocery_pos|307.66|1|fraud_Miller-Hauck|43.085628|-88.696992
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|e29a31cbed2e4fc8fdeea7b75d27868b|2020-04-08|23:28:06|1586410086|shopping_net|753.16|1|fraud_Labadie, Treutel and Bode|43.741103|-86.924153
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|5a0867bd2596c354e9a345e987569979|2020-04-07|22:42:13|1586320933|misc_net|761.23|1|fraud_Greenfelder, Bartoletti and Davis|44.125211|-87.288933
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|14b6a4e61ec51905cacf7dc19e7bfa5b|2020-04-08|23:16:05|1586409365|misc_pos|9.10|1|fraud_Wintheiser, Dietrich and Schimmel|43.130100|-87.950397
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|c05617f840362c1ae29b866d1f957c83|2020-04-07|23:47:27|1586324847|misc_net|887.26|1|fraud_Kuhn LLC|45.014228|-87.183762
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|afe9ae21bda9d371058585b44b30e6c0|2019-12-11|11:17:35|1576088255|shopping_pos|63.53|0|fraud_Botsford Ltd|43.784672|-88.758761
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|842a65fce11d84bea7b2907c0d86dab5|2019-04-29|00:25:32|1556519132|grocery_pos|75.06|0|fraud_Vandervort-Funk|43.313941|-87.462412
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|2da2313e8ee765eb54c84e0bd0ca26d1|2019-06-04|04:25:07|1559643907|grocery_pos|70.75|0|fraud_Deckow-O'Conner|43.568952|-88.754628
047-25-7836|567731205884|Jason|Day|M|530 King Mount Apt. 340|Valders|WI|54245|44.042|-87.8812|2259|Therapist, drama|1980-01-22|757413509683|adults_2550_male_rural.json|d302150f0573138c797d0f910ba2b651|2019-11-17|01:18:40|1573978720|shopping_pos|65.21|0|fraud_Jacobi and Sons|43.363745|-87.583784
