ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|8d55d6d21c226dd1e12782469ace2baa|2020-09-12|01:14:51|1599894891|grocery_pos|10.40|1|fraud_McDermott-Weimann|43.835894|-88.004230
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|d82f0ea2fd4d2508e6f3011f8318c03a|2020-09-12|03:31:31|1599903091|gas_transport|8.11|1|fraud_Marks Inc|43.205843|-87.988746
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|c39523616d2aad92e5b6c083b27f74d7|2020-09-12|02:36:03|1599899763|grocery_pos|9.45|1|fraud_Bailey-Morar|43.960422|-88.486110
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|8a457d78505b04f15ceb0014ef6166a3|2020-09-12|02:13:51|1599898431|grocery_pos|295.33|1|fraud_Schumm, Bauch and Ondricka|43.510713|-87.800361
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|575b024bc35ca8165d5ec37dbf6bf2a1|2020-09-12|08:47:08|1599922028|grocery_net|344.55|1|fraud_Johnston, Nikolaus and Maggio|44.000185|-87.844732
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|51139ba6602c7f343de13379f20273a2|2020-09-12|02:09:26|1599898166|misc_net|281.50|1|fraud_Kerluke, Considine and Macejkovic|44.503995|-87.534795
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|cbd74866d24893fce5e303844f473e10|2020-09-12|00:57:34|1599893854|gas_transport|298.48|1|fraud_Stroman, Hudson and Erdman|42.976160|-87.265377
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|798c1c9d7429ba1ddaaeab5e96659845|2020-09-12|03:50:54|1599904254|grocery_pos|294.48|1|fraud_Schumm, Bauch and Ondricka|43.049315|-87.991626
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|db251e57eeefb5aaf657feaede6f5eb6|2020-09-12|02:37:24|1599899844|grocery_pos|723.52|1|fraud_Bailey-Morar|43.894828|-87.345205
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json|ff3df009406d904c2d3cc8f203003f22|2020-09-13|23:10:39|1600060239|shopping_pos|775.70|1|fraud_Beier-Hyatt|43.331884|-88.394878
