ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|711a6617666ac6290cd118a181403234|2019-03-15|03:54:24|1552643664|gas_transport|21.51|1|fraud_Mraz-Herzog|38.144602|-88.209056
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|db083539b78d7bd7495c262c36edb04a|2019-03-15|02:18:56|1552637936|grocery_pos|15.94|1|fraud_Rutherford-Mertz|39.130185|-88.406953
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|2bbcc225a6d77cdc52e8305f0eb1b32f|2019-03-15|01:17:20|1552634240|grocery_pos|324.85|1|fraud_Strosin-Cruickshank|37.989041|-89.859544
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|fca3580d363be3b56ea02231ba3b3b6f|2019-03-15|03:07:37|1552640857|grocery_pos|344.61|1|fraud_Kunze Inc|38.200837|-89.237637
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|f1efb815acad1cf5d08004f82f54cc68|2019-03-15|02:10:17|1552637417|gas_transport|326.28|1|fraud_Kuvalis Ltd|38.146525|-89.267778
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|597c9542b55a11274996c7df021c4bd2|2019-03-16|22:26:27|1552796787|shopping_net|793.77|1|fraud_Kuhic LLC|39.181266|-89.103583
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|16c6d2e57b691871b89557f65929831d|2019-03-16|22:35:33|1552797333|misc_net|925.94|1|fraud_Tillman, Fritsch and Schmitt|39.580234|-88.297061
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|621d9b1d5cc56ea9469c77a050b08e34|2019-03-16|16:44:04|1552776244|food_dining|847.92|1|fraud_Jakubowski Group|37.935673|-89.589505
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|1b142bbc54634a0280622ad5b7edd07c|2019-03-16|22:54:38|1552798478|shopping_pos|1242.31|1|fraud_Friesen Inc|39.572435|-89.021399
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|306dd0e5a1d24985f910902147fecb40|2019-03-16|22:22:59|1552796579|health_fitness|1107.74|1|fraud_Kertzmann LLC|38.776520|-89.010318
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|e5e26ac355a3f358c1858e105f77795f|2019-03-16|23:07:47|1552799267|shopping_net|833.24|1|fraud_Baumbach, Feeney and Morar|37.801704|-89.942656
857-94-8531|4974997990522170|Caleb|Ramirez|M|6581 Wanda Branch Suite 173|Odin|IL|62870|38.6088|-89.0552|2080|Intelligence analyst|1963-01-09|946638203741|adults_50up_male_rural.json|a4a2d0aa3486120559da6377d5cf83ee|2019-03-16|12:55:27|1552762527|shopping_pos|777.29|1|fraud_Pfeffer and Sons|38.240482|-89.290310
