cc_num,gender,city,state,zip,lat,long,city_pop,job,category,amt,is_fraud,merchant,merch_lat,merch_long,trans_datetime,age
4728395167309,F,Uriah,AL,36480,31.3135,-87.5705,1773,Patent attorney,gas_transport,59.41,0,Friesen-Stamm,32.215339,-87.027079,2019-01-01 01:02:41,20
5552423525600859,F,Marquand,MO,63655,37.4274,-90.1741,1523,Media buyer,gas_transport,4.02,0,Koss and Sons,37.728851,-89.720332,2019-01-01 01:19:42,38
5552423525600859,F,Marquand,MO,63655,37.4274,-90.1741,1523,Media buyer,gas_transport,70.07,0,Corwin-Collins,38.007242,-89.817912,2019-01-01 03:40:01,38
5552423525600859,F,Marquand,MO,63655,37.4274,-90.1741,1523,Media buyer,gas_transport,64.07,0,Torp-Labadie,37.654973,-90.29992,2019-01-01 09:24:03,38
5552423525600859,F,Marquand,MO,63655,37.4274,-90.1741,1523,Media buyer,gas_transport,67.68,0,"Eichmann, Bogan and Rodriguez",37.776561,-89.32795,2019-01-01 09:59:00,38
4728395167309,F,Uriah,AL,36480,31.3135,-87.5705,1773,Patent attorney,gas_transport,97.01,0,"Raynor, Reinger and Hagenes",31.862424,-87.999195,2019-01-01 10:57:07,20
4728395167309,F,Uriah,AL,36480,31.3135,-87.5705,1773,Patent attorney,gas_transport,30.16,0,Marks Inc,31.314318,-87.068759,2019-01-02 01:08:13,20
5552423525600859,F,Marquand,MO,63655,37.4274,-90.1741,1523,Media buyer,gas_transport,57.35,0,Marks Inc,36.913293,-90.940046,2019-01-02 05:55:47,38
4728395167309,F,Uriah,AL,36480,31.3135,-87.5705,1773,Patent attorney,gas_transport,39.65,0,Cummerata-Jones,31.507393,-87.97716,2019-01-02 06:26:47,20
4728395167309,F,Uriah,AL,36480,31.3135,-87.5705,1773,Patent attorney,gas_transport,54.52,0,Parisian and Sons,31.391645,-88.155586,2019-01-02 07:12:58,20
5552423525600859,F,Marquand,MO,63655,37.4274,-90.1741,1523,Media buyer,gas_transport,8.81,0,Bartoletti-Wunsch,36.868385,-90.675452,2019-01-02 08:50:37,38
4254550054908099831,F,Berger,MO,63014,38.6444,-91.3374,779,Secondary school teacher,gas_transport,391.01,0,"Kutch, Hermiston and Farrell",38.940464,-90.842159,2019-01-02 09:12:15,42
4254550054908099831,F,Berger,MO,63014,38.6444,-91.3374,779,Secondary school teacher,gas_transport,114.9,0,"Robel, Cummerata and Prosacco",38.58039,-91.11808,2019-01-02 09:32:09,42
4728395167309,F,Uriah,AL,36480,31.3135,-87.5705,1773,Patent attorney,gas_transport,34.02,0,"Zieme, Bode and Dooley",32.072218,-88.004564,2019-01-02 11:46:38,20
5552423525600859,F,Marquand,MO,63655,37.4274,-90.1741,1523,Media buyer,gas_transport,55.82,0,Huels-Hahn,36.609095,-90.587279,2019-01-03 02:41:09,38
