cc_num,gender,city,state,zip,lat,long,city_pop,job,category,amt,is_fraud,merchant,merch_lat,merch_long,trans_datetime,age
6547421230940772,M,Nettie,WV,26681,38.209,-80.6953,1486,Cartographer,gas_transport,131.03,0,"Greenholt, Jacobi and Gleason",37.798841,-80.0892,2019-01-01 03:10:50,57
4172131451950,M,Symsonia,KY,42082,36.9044,-88.5153,1845,"Physicist, medical",gas_transport,4.73,0,Huels-Hahn,37.262106,-88.550158,2019-01-01 05:48:25,69
180049767762288,M,Fort Supply,OK,73841,36.5722,-99.5738,1482,"Designer, graphic",gas_transport,4.83,0,Bins-Rice,37.035427,-99.589712,2019-01-01 08:39:24,64
180049767762288,M,Fort Supply,OK,73841,36.5722,-99.5738,1482,"Designer, graphic",gas_transport,3.78,0,Huels-Nolan,36.006995,-98.630411,2019-01-01 09:16:35,64
4172131451950,M,Symsonia,KY,42082,36.9044,-88.5153,1845,"Physicist, medical",gas_transport,107.75,0,Kling Inc,37.015955,-88.797324,2019-01-02 03:35:58,69
4172131451950,M,Symsonia,KY,42082,36.9044,-88.5153,1845,"Physicist, medical",gas_transport,72.98,0,Kling Inc,36.008436,-88.835903,2019-01-02 04:22:12,69
180049767762288,M,Fort Supply,OK,73841,36.5722,-99.5738,1482,"Designer, graphic",gas_transport,69.62,0,"Olson, Becker and Koch",37.505512,-99.116987,2019-01-02 05:49:05,64
4172131451950,M,Symsonia,KY,42082,36.9044,-88.5153,1845,"Physicist, medical",gas_transport,150.89,0,Sporer Inc,36.089058,-88.156923,2019-01-03 07:30:09,70
6547421230940772,M,Nettie,WV,26681,38.209,-80.6953,1486,Cartographer,gas_transport,133.56,0,Erdman-Kertzmann,37.741771,-81.333634,2019-01-04 03:05:41,57
4172131451950,M,Symsonia,KY,42082,36.9044,-88.5153,1845,"Physicist, medical",gas_transport,9.85,0,Brekke and Sons,37.042807,-87.787749,2019-01-04 05:14:46,70
4172131451950,M,Symsonia,KY,42082,36.9044,-88.5153,1845,"Physicist, medical",gas_transport,82.52,0,Cummings LLC,36.452328,-89.257587,2019-01-04 07:16:06,70
